ID,text,label
X7MFCWB0,Is little consumption harmful? Owing the fact that I dont misbehave,Alcohol
DQG9CGRC, Financial I am okay,Depression
4UV2FRHD,what would I do to do away with my problems,Alcohol
TZ35PP65,How can i motivate myself,Suicide
JOJHW6FC,Is it possible for one to avoid taking bhang?,Drugs
18GKJ3U8,what is the best way to avoid alcohol,Alcohol
ZTHQDLGP,I felt worhtless and like I did not deserve to be alive,Depression
D7VAHRPJ,I feel so low,Depression
8CQ5NA5Z,"I feel alone ,how can I get better?",Depression
6S0LACRA,"I feel rejected,alone and frustratedi live one day at a time",Depression
D0P1CB0F, I feel so low and I want to isolate myself ,Depression
BK5X5HHN,  why do young people use bhang?,Drugs
S7MHCGJH,Can bhang make you crazy?,Drugs
UDSG21T6,I took the alcohol and I loved the feeling,Alcohol
NHTBS1LG,is it normal having depression ,Depression
CA0859HT,I feel alone,Depression
LBV4ISID,How do I stop taking alcohol? Does alcohol have any other benefitto the body?,Alcohol
3933159G,I feel awful about my life,Depression
6X6OH52Q,"Feelings of being low,under the weatherNow I'm better",Depression
CUERB14Y,Why should I quit bhang?,Drugs
MF0708RN,How to deal with romantic relationships,Depression
Y3P3JZP1,What should i do when depressed? What can one do to reduce the feelings?,Depression
ZIPNKKK7,What causes suicidal thoughts?,Suicide
KOORZYC0,I feel suicidal after a break up,Depression
DCPL2SXG,"I have experienced,feel a heavy burden",Depression
HB8BVVJ8,Why are drugs supplied to students?,Drugs
4ZTPSBEF,How can I overcome stress to make my life more smooth,Depression
KH0NT5XD,I had two miscarriages,Depression
3QGFARA3,"I feel lost,did not what to doI stay positive",Depression
MYPDFILX,What is the effect of not talking to someone when feeling suicidal,Suicide
FU6XHANF,"I feel neglected,sad",Depression
84L7CK98,I am dealing with family issues,Depression
NIKN6HS2,Is suicide really the best method of solving a problem,Suicide
OSZQ8K2J,What can i do to avoid the shame from the village people,Suicide
VG5P3433,How could I survive without my friends,Suicide
L6CVBCFS,This has been occuring quite often,Depression
EW1NTSYD,How to avoid negative peer pressure,Alcohol
R7L7Y1IG,How do i do away with alcohol?,Alcohol
GXWI7EJL,I am dealing with  a break up from my girlfriend and a parents death,Depression
PY1C5ZVD, I feel like I hate myself and that all the choices I have made are awful ,Depression
ZV03WYKN,how do I improve on my performance,Depression
NQ7HK3NP,How to handle suicide and incidencesof suicide to youths,Suicide
PNR0M0CI,Which is the best alcohol for me?,Alcohol
447QAS4Z,How to avoid alcoholism?,Alcohol
PTSOT6WO,How do I sought for help in wanting to commit suicide,Suicide
X1F6M1BU,I failed exams I had an F,Depression
CN5UZZA0,I feel like I am nothing in the worldm[',Depression
YKET9W6S,How can i get back selfworth?,Suicide
8KUTQA8G,Lack of financial support and relationship heartbreaks,Depression
XK6D0XGQ,What steps should one take when depressed,Depression
V00KVMET,I feel uncomfortable,Depression
HE9MDURK,I am really down with a lot of headaches,Depression
QCT744TT,why does someone drink too much?,Alcohol
CI8NAQTY,Will i be criticized for taking weed?,Drugs
ZSF30K8E,What could be causes of stress and boredom,Depression
M1KNYEPT,How could I leave depression?,Depression
W0AUKZRT,How to overcome and how o utilize finances,Alcohol
0U0Y49QR,How can I seek guidance and counselling in our school,Depression
6IT1WAXZ,Causes of depression -How to contol depression,Depression
7HSK66Q3,Can i be helped?,Suicide
09UQ1YVQ,I went bankrupt because of alcohol,Alcohol
FAU3TYWK,Why is life is unfair,Alcohol
LTM0VOJQ,How can I come out of this behaviour,Alcohol
JZG8HMQ7,Is taking alcohol harmful,Alcohol
TZGXQ1SQ,How can i stop using alcohol,Alcohol
3NQJBPAE,Is it right to smoke weed in the name of doing it for the culture?,Drugs
JBSV1NI3,Relationship issues,Depression
LXE8Y8YR,ways in which one can do to control the thoughts of suicide,Suicide
ZPPBDI79,Feelings of unworthyness Don't want to associate with people Feeling things will not work out as expected,Depression
D62XN9BS,how should i avoid it,Alcohol
83YRGPF8,I feel that the world is coming to an end ,Depression
S6Z4BOS6,My hustle is not picking up,Depression
WAQY2UT3,how will I live without depression?,Depression
UY04AGX9,What can i do to avoid loss of concentration in class through fantasizing in class and study times-on romance and ponographic issues,Depression
20JTA1GT,how can the addiction be avoided,Drugs
B5R3WNYS,Between bhang and cigarette which is more harmful?,Drugs
5MXEJTEL,"I feel so low, what can I do?",Depression
6FEFKN0F,I need to talk to a friend.,Suicide
4EHEFJ7J,How can I forgive myself from the past?,Depression
0QXYZFYQ,I feel like I am a nobody,Depression
NC74KWCJ,Major steps taken to get rid of alcohol consumption,Alcohol
JQ7A9X4T,The world is out of control,Depression
R00OLRGP,Lossing bets,Depression
1SYJ01MY,What are the effects of taking alcohol?,Alcohol
DEAG586I,I feel like giving up,Depression
LZGOZDYD,Why is bhang prohibited yet it is just like any other drug?,Drugs
7L4SAC5S,Not experienced,Depression
73C44L96,I feel like crumbling down ,Depression
KB43N6AK," At home ,no one listens to me, my parents started neglecting and despising me,what can I do?",Depression
M0DT8TFB,Is weed harmful?,Drugs
20KAZ8T1,"I feel bad,now am fine",Depression
C8VZAJWW,Low self esteem,Depression
IO9JHGW7,Is weed really going to give me the energy I needed?,Drugs
Z6F1A8PK,I never sought any assistance,Suicide
C2GBAI5D,How to stop alcohol intake,Alcohol
H35L8ZD9,how to deal with migraines,Depression
139DFUFL,Is suicide the best remedy?,Suicide
6SZ3EXJ3,I did not ask for any assistance at first but later and sought for assistance and it helped me in a good way,Suicide
S6WK4NBL,"I feel confused, how can  I overcome the problem?",Depression
ULID3I4V,How do I resist peer pressure?,Drugs
MYHIEXZJ,I was just tired,Suicide
0OSLJ1HL,Where can i get money to be drinking daily?,Alcohol
XDD8ATSC,Why is it so hard to stop being a weed addict?,Drugs
LGAPCAYO, I feel very low and at times ,Depression
KFPOMS0P,Why am I alive?,Suicide
69V3L12G,Life is just hard,Depression
BOHSNXCN,What should I do to stop alcoholism?,Alcohol
GVDXRQPY,How to become my oldself again,Suicide
IO4JHIQS,How can someone stop it?,Alcohol
1DS3P1XO,I feel unworthy ,Depression
ORF71PVQ,I feel so discouraged with life,Depression
